"RegionID","RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10"
3101,"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim","06","037",1,2192.21,2218.69,2211.91,2200.29,2186.03,2172.37,2159.25,2149.92,2150.12,2152.62,2160.09,2163.56,2168.55,2168.42,2160.67,2148.04,2134.76,2132.91,2127.14,2121.4,2121.26,2124.58,2128.67,2134.64,2140,2143.41,2147.24,2148.57,2149.95,2151.15,2159.71,2167.05,2177.99,2187.17,2195.66,2210.14,2231.33,2253.56,2257.64,2257.43,2249.29,2245.23,2235.8,2228.54,2235.1,2244.69,2265.05,2291.1,2310.73,2332.05,2343.37,2354.05,2366.41,2371.02,2384.1,2402.34,2417.46,2433.22,2444.11,2456.63,2464.3,2474.95,2480.07,2485.68,2484.65,2481.38,2479.02,2489.41,2501.59,2513.95,2522.71,2536.35,2549.67,2562.29,2566.47,2566.59,2555.85,2546.12,2540.55,2545.22,2556.65,2569.38,2582.85,2586.27,2579.47,2572.92,2567.12,2571.33,2560.68,2558.75,2562.38,2568.15,2568.75,2569.72,2567.38,2570.13,2579.63,2579.14,2580.56,2573.54,2574.46,2575.69,2575.4,2576.06,2579.51,2584.97,2591.17,2599.59,2607.24,2611.34
139,"Cook County","IL","Chicago-Naperville-Elgin","17","031",2,1464.18,1465.32,1460.3,1456.93,1438.61,1422.26,1413.32,1406.97,1404.16,1402.51,1407.42,1411.08,1413.47,1410.08,1405.58,1399.81,1390.79,1387.99,1389.88,1387.61,1389.92,1387.43,1393.26,1402.01,1411.45,1420.59,1417.74,1408.54,1402.66,1396.74,1400.39,1419.27,1433.06,1440.7,1444.5,1456.57,1466.91,1470.91,1472.21,1473.67,1479.74,,1481.78,1484.33,1495.47,1499.13,1504.96,1509.03,1533.01,1543.83,1541.85,1532.63,1532.86,1532.11,1530.28,1524.45,1526.49,1532.7,1537.58,1547.11,1550.95,1551.78,1545.63,1544.55,1536.56,1538.2,1534.03,1538.86,1547.48,1556.7,1562.31,1566.12,1569.61,1560.6,1556.68,1545.54,1535.78,1530.47,1527.71,1534.05,1542.85,1553.3,1564.98,1569.6,1568.69,1564.82,1556.26,1547.37,1538.9,1542.78,1550.29,1557.66,1571.24,1591.66,1602.24,1608.01,1610.3,1611.47,1610.8,1607.17,1590.45,1585.61,1587.92,1595.89,1607.61,1618.87,1630.32,1640.01,1645.17,1613.55
1090,"Harris County","TX","Houston-The Woodlands-Sugar Land","48","201",3,1122.3,1111.88,1102.15,1088.75,1085.22,1085.18,1088.8,1092.64,1094.85,1098.15,1102.07,1098.5,1097.39,1094.2,1089.17,1084.92,1083,1079.4,1078.52,1081.88,1089.71,1099.72,1108.71,1123,1134.24,1129.56,1122.79,1124.73,1137.78,1147.5,1154.59,1164.51,1183.97,1203.75,1216.01,1227.59,1239.6,1251.99,1264.56,1274.3,1279.74,,1275.74,1277.47,1283.69,1292.61,1310.99,1327.06,1339.46,1345.16,1354.03,1355.95,1358,1357.14,1361.04,1371.48,1382.08,1390.28,1398.1,1405.54,1408.89,1409.8,1408.38,1406.81,1406.21,1403.96,1402.79,1399.27,1399.59,1397.59,1400.85,1401.27,1401.89,1396.82,1389.55,1379.91,1371.63,1364.05,1358.06,1355.84,1356.17,1360.82,1360.45,1360.8,1358.53,1359.68,1361.83,1360.62,1359.2,1361.99,1364.34,1365.56,1368.84,1370.07,1371.55,1376.38,1378.3,1381,1385.24,1384.64,1378.68,1371.1,1364.12,1359.09,1357.5,1359.12,1361.76,1364.86,1366.82,1377.42
2402,"Maricopa County","AZ","Phoenix-Mesa-Scottsdale","04","013",4,1127.75,1114.01,1102.4,1093.92,1085.7,1079.69,1074.82,1072.16,1073.62,1076.16,1074.83,1071.03,1064.06,1057.71,1050.89,1048.18,1047.42,1045.01,1045.06,1048.51,1051.75,1057.57,1061.93,1064.36,1065.51,1067.69,1068.76,1070.97,1070.9,1069.86,1071.54,1076.02,1082.57,1091.41,1097.36,1103.23,1106.88,1106.5,1107.83,1110.59,1111.56,1112.04,1113.86,1119.35,1125.34,1128.78,1135.8,1143.9,1153.8,1163.22,1165.83,1167.92,1170.44,1175.97,1188.51,1196.66,1204.26,1212.56,1217.08,1219.03,1221.18,1222.99,1221.34,1223.85,1223.93,1230.48,1237.08,1247.75,1261.36,1272.34,1281.04,1283.89,1283.86,1282.78,1280.84,1280.36,1280.18,1279.99,1281.94,1288.21,1296.68,1302.04,1306.01,1307.05,1309.56,1310.1,1306.89,1306.7,1306.49,1307.53,1311.74,1320.06,1329.36,1337.77,1347.36,1357.42,1365.34,1371.72,1377.91,1381.05,1375.02,1372.96,1374.29,1378.4,1386.6,1397.95,1411.38,1424.34,1434.6,1463.88
2841,"San Diego County","CA","San Diego-Carlsbad","06","073",5,2027.55,2027.82,2026.01,2022.86,2007.5,1992.82,1981.66,1975.93,1973.34,1973.87,1978.76,1982.83,1984.6,1986.5,1984.84,1982.73,1977.96,1969.27,1956.79,1950.47,1950.04,1952.86,1958.91,1967.42,1975.52,1979.63,1980.57,1978.24,1975.43,1977.03,1978.39,1984.65,1991.58,2004.8,2019.88,2036.85,2050.46,2062.78,2071.87,2072.7,2072.71,2072.72,2080.62,2078.45,2075.41,2075.63,2088.3,2105.36,2124.81,2138.78,2155.07,2165.79,2179.67,2192.07,2204.95,2211.97,2219.74,2231.13,2243.74,2255.21,2262.61,2267.9,2272.06,2276.64,2280.15,2284.5,2290.93,2299.11,2309.54,2321.28,2332.25,2339.06,2342.13,2343.7,2343.56,2342.51,2343.67,2345.81,2350.81,2354.71,2366.39,2377.53,2389.26,2400.28,2404.38,2404.6,2398.51,2392.96,2385.9,2379.64,2378.22,2379.28,2390.4,2412.83,2432.44,2443.98,2448.82,2452.39,2454.83,2456.67,2456.82,2454.52,2452.33,2452.22,2474.23,2492.38,2509.91,2523.51,2531.6,2547.93
1286,"Orange County","CA","Los Angeles-Long Beach-Anaheim","06","059",6,2235.6,2239.28,2243.76,2244.12,2236.79,2224.38,2212.55,2203.51,2198.43,2206.59,2212.61,2208.99,2207.49,2202.4,2197.79,2194.47,2194.18,2196.02,2205.03,2209.97,2217.82,2229.73,2243.12,2255.58,2266.34,2262.49,2258.2,2246.74,2238.62,2233.98,2234.13,2239.24,2250.83,2265.38,2282.85,2299.77,2320.12,2334.54,2340.18,2345.84,2348.22,,2347.71,2333.58,2327.28,2328.53,2341.53,2365.48,2388.16,2405.98,2416.74,2418.84,2424.44,2433.83,2441.39,2456.75,2468.29,2485.41,2508.12,2519.52,2528.5,2537.43,2536.59,2536.09,2535.66,2535.6,2531.71,2525.37,2531.15,2538.54,2554.08,2569.3,2582.22,2585.82,2586.92,2592.16,2591.95,2587.1,2579.36,2578.39,2582.68,2586.55,2597.3,2608.4,2613.38,2612.05,2610.29,2612.59,2609.98,2613.09,2615.75,2622.43,2629.44,2632.14,2624.99,2619.3,2616.17,2617.66,2618.9,2629.3,2677.38,2685.58,2676.18,2664.81,2657.09,2654.24,2657.13,2663.51,2670.36,2673.25
581,"Kings County","NY","New York-Newark-Jersey City","36","047",7,1718.73,1710.92,1702.16,1682.18,1645.57,1620.3,1603.45,1599.68,1605.87,1619.12,1635.48,1648.41,1659.78,1664.88,1665.75,1661.14,1652.5,1648.36,1640.13,1644.62,1663.43,1685.73,1714.91,1741.46,1750.52,1753.92,1755.77,1754.78,1763.13,1762.32,1766.53,1782.54,1814.09,1846.26,1883.15,1903.54,1923.74,1930.1,1935.83,1943.11,1963.26,,1983.37,2005.26,2014.09,2015.8,2018.05,2050.57,2088.23,2089.07,2102.01,2088.95,2072.86,2069.1,2084.1,2111.1,2148.43,2161.89,2203,2230.88,2258.05,2286.95,2306.03,2311.28,2316.41,2326.65,2326.24,2314.41,2291.93,2296.49,2312.4,2325.27,2334.08,2347.3,2346.43,2345.71,2348.22,2333.2,2317.52,2293.76,2279.09,2267.87,2271.98,2280.43,2285.43,2280.77,2271.78,2276.6,2273.57,2259.28,2251.97,2244.21,2247.9,2249.49,2247.31,2243.89,2244.7,2249.2,2258.81,2269.85,2281.31,2280.74,2275.55,2275.69,2279.32,2285.81,2297.94,2311.86,2322.21,2355.58
2964,"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach","12","086",8,1590.09,1585.53,1593.32,1602.22,1603.29,1603.84,1601.27,1601.46,1604.26,1606.73,1611.77,1618.89,1625.13,1629.34,1628.67,1630.72,1631.68,1638.68,1649.37,1656.41,1662.22,1670.03,1682.06,1691.36,1695.37,1696.23,1701.41,1702.4,1706.24,1713.05,1715.78,1724,1729.9,1741.05,1754.82,1769.7,1789.3,1807.75,1822.06,1835.42,1844.74,,1851.37,1848.36,1846.26,1844.88,1858.12,1870.28,1877.54,1883.67,1877.77,1872.2,1874.7,1883.14,1890.97,1899.27,1922.65,1945.13,1964.71,1976.57,1979.25,1986.28,1982.37,1980.26,1987.59,1999.5,2004.97,2010.62,2017.1,2017.76,2015.41,2011.48,2009.11,2001.12,1992.22,1985.83,1979.09,1970.76,1959.61,1956.78,1957.31,1958.9,1959.53,1960.35,1961.47,1963.99,1960.35,1956.06,1959.46,1962.04,1965.88,1971.76,1978.31,1975.32,1970.08,1967.39,1970.16,1977.85,1983.59,1988.46,1964.25,1957.08,1956.3,1957.49,1958.98,1961.81,1965.67,1969.06,1971.91,1986.72
978,"Dallas County","TX","Dallas-Fort Worth-Arlington","48","113",9,1048.26,1058.39,1075.66,1088.67,1096.82,1091.43,1084.07,1078.02,1074.05,1072.62,1074.04,1073.36,1073.18,1070.97,1066.39,1064.2,1064.35,1064.52,1062.25,1060.57,1063.57,1071.24,1086.71,1100.22,1110.07,1120.16,1125.1,1133.74,1147.38,1156.32,1166.38,1174.13,1179.81,1187.69,1191.57,1199.04,1203.63,1208.93,1214.22,1221.84,1225.88,,1230.45,1233.34,1237.61,1241.3,1248.58,1255.04,1260.36,1263.92,1272.42,1277.23,1278.6,1283.77,1286.41,1292.48,1300.32,1308.27,1317.88,1328.8,1335.67,1339.87,1340.56,1341.87,1345.53,1347.19,1351.78,1356.08,1365.21,1374.69,1384.55,1392.5,1398.9,1402.69,1405.67,1405.94,1408.82,1411.6,1413.08,1416.13,1421.82,1427.26,1432.65,1434.46,1433.94,1432.48,1432.09,1430.06,1432.09,1433.13,1433.39,1435.41,1439.49,1445.55,1452.3,1455.82,1457.9,1461,1461.41,1461.48,1452.25,1447.48,1445.6,1446.41,1449.25,1453.44,1457.91,1461.73,1463.65,1474.24
1347,"Queens County","NY","New York-Newark-Jersey City","36","081",10,1493.1,1515.37,1523.99,1527.24,1526.35,1528.14,1525.21,1523.43,1524.23,1525.77,1530.67,1531.04,1534.39,1537.14,1536.8,1536.61,1543.33,1551,1558.47,1564.84,1566.54,1579.15,1587.36,1586.86,1587.83,1591.11,1599.91,1611.51,1617.52,1621.35,1631.83,1634.53,1640.77,1650.15,1661.78,1678.78,1700.45,1717.98,1739.95,1770.11,1789.12,,1807.5,1814.78,1818.5,1817.5,1820.41,1835.09,1842.62,1856.33,1853.82,1850.79,1856.25,1869.35,1890.7,1906.72,1923.83,1933.15,1958.68,1994.15,2025.78,2039.76,2042.59,2055.28,2069.67,2059.28,2057.21,2071.04,2078.04,2081.13,2080.39,2093.48,2106.76,2116.05,2125.23,2130.72,2138.04,2121.59,2121.03,2110.24,2105.32,2109.54,2127.37,2145.3,2140.7,2133.39,2116.28,2100.25,2088.87,2089.68,2091.7,2101.43,2107.63,2118.95,2134.51,2153.58,2169.49,2171.64,2165.42,2157.8,2171.94,2172.59,2164.51,2154.64,2146.88,2143.81,2142.03,2139.83,2141.09,2167.48
2832,"Riverside County","CA","Riverside-San Bernardino-Ontario","06","065",11,1643.59,1680.55,1705.58,1728.51,1735.06,1737.88,1739.44,1739.55,1737,1731.28,1726.25,1719.39,1709.42,1698.14,1684.79,1672.3,1661.26,1651.94,1643.62,1635.53,1629.19,1625.98,1621.24,1619.03,1616.49,1615.31,1614.31,1619.2,1628.94,1633.37,1640.01,1644.44,1651.99,1661.2,1669.23,1678.77,1688.09,1695.21,1701.94,1706.87,1704.89,1703.9,1703.42,1702.33,1698.97,1698.7,1714.99,1730.14,1744.01,1753.66,1759.9,1766.41,1769.59,1770.92,1773.59,1777.77,1779.05,1779.49,1784.35,1789.12,1789.6,1789.37,1788.29,1787.03,1786.94,1792.19,1796.25,1806.03,1814.11,1822.2,1828.76,1833.55,1837.47,1843.07,1852.14,1858.22,1857.88,1864.41,1867.29,1876.87,1888.6,1898.92,1902.72,1909.91,1912.64,1910.82,1908.68,1910.88,1915.24,1924.02,1932.35,1938.21,1944.81,1948.57,1948.84,1951.43,1962.94,1977.72,1995.8,2009.15,2012.46,2020.81,2026.25,2030.99,2035.02,2040.15,2046.1,2050.7,2053.22,2056.57
3250,"San Bernardino County","CA","Riverside-San Bernardino-Ontario","06","071",12,1353.29,1371.93,1380.25,1383.1,1384,1380.37,1374.52,1369.3,1364.88,1361.19,1359,1356.05,1354.58,1350.79,1347.63,1344.12,1340.45,1334.68,1331.44,1330.6,1330.69,1332.26,1333.43,1335.05,1335.02,1336.26,1339.16,1342.2,1349.06,1353.55,1354.83,1356.71,1360.56,1361.55,1362.49,1365.16,1370.29,1376.09,1376.88,1372.21,1363.8,1359.6,1352.75,1352.95,1352.99,1355.15,1368.1,1378.17,1388.48,1396.28,1396.65,1397.77,1404.47,1414.9,1430.83,1448.52,1455.53,1462.1,1469.8,1478.4,1489.86,1500.47,1508.27,1516.67,1528.65,1534.04,1535.46,1536.42,1543.55,1552.73,1561.27,1571.94,1580.65,1584.82,1588.17,1590.95,1590.55,1587.66,1589.27,1595,1604.64,1616.96,1628.17,1638.06,1644.24,1650.52,1655.35,1658,1658.1,1662.02,1666.92,1674.86,1681.65,1690.63,1694.61,1697.37,1697.23,1699.08,1701.32,1706.79,1709.59,1714.77,1721.09,1726.87,1733.72,1740.13,1746.19,1751.31,1756.21,1768.99
445,"Clark County","NV","Las Vegas-Henderson-Paradise","32","003",13,1082.34,1101.36,1110.14,1115.72,1120.61,1122.49,1122.27,1123.68,1124.95,1129.37,1136.29,1140.92,1143.19,1143.79,1140.72,1136.79,1132.69,1127.56,1122.45,1118.47,1118.06,1118.16,1118.88,1118.24,1116.31,1115.14,1113.19,1110.66,1109.32,1107.21,1106.76,1109.19,1113.96,1117.78,1123.1,1127.62,1134.18,1138.72,1140.7,1139.52,1141.24,1142.11,1142.22,1137.15,1130.82,1126.46,1135.5,1144.07,1155.46,1163.98,1168.97,1167.38,1166.96,1168.91,1169.25,1174.87,1182.92,1190.75,1199.92,1204.01,1208.88,1209.24,1211.35,1217.01,1220.81,1224.35,1225,1226.24,1232.13,1238.52,1244.5,1248.77,1251.34,1253.11,1254.79,1252.22,1248.25,1245.99,1245.18,1247.5,1252.46,1259.91,1264.92,1270.33,1272.5,1271.5,1269.02,1266.86,1265.16,1266.27,1267.71,1270.62,1276.29,1281.75,1286.43,1290.75,1293.61,1297.44,1301.92,1305.77,1292.64,1288.4,1288.45,1293.43,1304.24,1315.83,1327.33,1337.42,1345.31,1364.66
207,"King County","WA","Seattle-Tacoma-Bellevue","53","033",14,1378.47,1411.56,1426.15,1441.97,1446.15,1444.17,1438.19,1430.93,1425.56,1425.12,1429.85,1436.92,1441.85,1446.62,1450.2,1450.37,1450.85,1452.25,1453.74,1459.56,1468.58,1480.19,1496.95,1508.23,1513.55,1518.78,1520.73,1524.68,1527.56,1531.11,1539.44,1546.19,1556.32,1569.07,1582.25,1601.37,1621.19,1640.96,1654.48,1665.5,1675.94,,1689.5,1699.9,1712.44,1720.42,1743.48,1770.12,1791.83,1802.98,1808.34,1810.27,1813.98,1812.31,1810.82,1819.65,1836.1,1856.29,1883.5,1903.27,1927.52,1945.82,1948.78,1946.86,1938.73,1932.57,1932.62,1941.63,1972.16,2005.84,2032.58,2054.38,2068.84,2067.86,2060.76,2049.39,2036.69,2032.9,2032.16,2039.91,2059.97,2073.51,2090.16,2104.04,2103.34,2092.03,2079.34,2061.68,2044.43,2036.85,2038.09,2041,2055.56,2075.8,2090.85,2104.33,2110.74,2109.25,2101.43,2097.51,2093.21,2088.47,2089.02,2092.58,2103.05,2119.95,2138.37,2153.39,2161.99,2152.61
791,"Wayne County","MI","Detroit-Warren-Dearborn","26","163",15,886.71,909.09,921.91,922.92,911.65,899.62,890.57,888.06,889.67,891.69,894.85,901.1,903.85,890.36,873.33,857.63,847.25,841.91,839.32,838.62,840.27,840.8,839.65,839.24,839.3,839.48,838.44,834.25,829.51,826.61,826.11,827.15,828.37,829.81,830.74,831.11,831.76,832.24,833.67,834.75,834.62,,833.84,833.21,833.13,833.63,837.32,839.85,841.36,842.14,841.74,843.69,844.72,846.23,846.89,849.36,854.54,860.49,863.5,866.15,869.5,871.17,870.54,872.19,873.48,874.75,874.45,873.63,876.13,879.34,881.4,886.62,892.17,890.29,885.67,883.3,881.67,881.83,882.33,886.8,894.04,905.16,916.92,926.89,933.99,933.27,932.09,929.79,927.78,927.52,931.01,934.66,938.46,949.02,957.32,962.79,963.33,962.17,961.43,962.03,945.75,938.68,935.58,934.91,938.66,947.17,958.17,968.08,976.24,960.55
2049,"Tarrant County","TX","Dallas-Fort Worth-Arlington","48","439",16,1081.57,1084.12,1086.5,1089.19,1051.9,1024.48,1013.11,1003.71,1003.55,1004.99,1004.44,997.25,991.95,985.27,978.27,970.68,967.91,965.41,964.83,962.28,962.56,965.99,972.19,979.47,985.71,990.92,992.6,992.45,991.5,989.58,989.69,992.03,998.23,1007.38,1018.09,1028.81,1041.01,1054.35,1067.17,1077.95,1086.89,,1097.93,1107,1116.29,1124.27,1139.26,1149.6,1156.12,1159.18,1161.27,1164.17,1170.08,1178.47,1192.01,1203.87,1216.36,1229.53,1240.36,1247.07,1251.02,1249.79,1242.25,1235.11,1229.35,1230.33,1234.76,1240.53,1251.66,1263.76,1277.56,1287.81,1295.55,1299.25,1298.71,1293.56,1290.48,1288.39,1291.35,1298.48,1306.25,1316.58,1323.45,1327.52,1330.4,1329.33,1324.36,1319.8,1317.19,1317.48,1319.05,1320.57,1324.48,1331.81,1340.24,1346.6,1351.25,1355.99,1362.02,1366.04,1364.69,1362.15,1360.57,1359.62,1359.84,1361.72,1365.06,1368.38,1369.55,1376.71
3136,"Santa Clara County","CA","San Jose-Sunnyvale-Santa Clara","06","085",17,2193.67,2214.36,2226.41,2225.39,2200.19,2172.31,2154.94,2149.22,2156.8,2184.56,2223.27,2267.84,2300.58,2320.23,2328.21,2338.27,2344.12,2340.1,2332.45,2338.03,2358.61,2382.95,2407.17,2428.25,2443.75,2457.65,2464.05,2472.84,2482.79,2489.99,2494.23,2501.04,2508.2,2512.4,2518.5,2528.37,2542.03,2544.38,2546.92,2558.48,2583.42,,2610.57,2626.71,2645.61,2662.72,2721.77,2802.18,2865.35,2912.34,2958.6,2985.68,3005.17,3017.83,3030.55,3041.01,3076.14,3121.02,3169.23,3211.18,3240.5,3267.64,3280.81,3291.28,3298.83,3301.52,3288.09,3286.43,3290.93,3294.33,3310.57,3314.45,3317.22,3291.9,3256.53,3226.57,3198.52,3185.05,3184.79,3194.66,3218.27,3240.95,3256.91,3268.37,3270.46,3270.82,3267.44,3260.51,3253.52,3250.79,3245.89,3249.87,3261.06,3283.18,3305.41,3315.44,3311.96,3310.67,3304.65,3294.17,3293.31,3287.49,3282.78,3284.36,3294.88,3310.13,3326.33,3331.34,3334.42,3323.96
1561,"Broward County","FL","Miami-Fort Lauderdale-West Palm Beach","12","011",18,1291.62,1293.6,1300.45,1305.06,1319.2,1339.68,1354.93,1365.58,1373.43,1387.58,1402.37,1416.01,1424.59,1434.18,1435.51,1433.14,1434.07,1435.65,1434.05,1433.78,1433.46,1432.52,1433.6,1438.79,1448.72,1458.05,1462.69,1466.59,1471.51,1474.19,1473.98,1473.89,1479.71,1482.99,1487.18,1492.23,1498.29,1501.6,1508.23,1512.85,1519.04,,1518.98,1515.69,1512.3,1512.03,1518.38,1525.96,1538.66,1551.76,1556.23,1562.8,1570.32,1576.43,1586.1,1594.55,1600.71,1601.68,1600.64,1602,1609.78,1622.11,1635.08,1646.33,1654.88,1662.74,1668.77,1674.95,1682.49,1690.94,1695.38,1698.92,1702.99,1700.81,1699.6,1701.92,1700.79,1696.02,1691.65,1687.95,1680.46,1678.48,1678,1680.35,1688.03,1691.34,1693.69,1692.84,1694.26,1693.17,1692.14,1685.11,1674.69,1669.46,1667.54,1669.77,1679.09,1684.88,1691.08,1694.76,,1683.11,1681.47,1680.98,1680.88,1683.14,1686.14,1688.73,1692.1,1707.53
386,"Bexar County","TX","San Antonio-New Braunfels","48","029",19,954.24,957.47,959,963.41,964.66,967.41,968.16,968.99,968.77,969.7,974.92,981.47,987.66,988.99,988.6,986.57,986.02,986.45,989.71,990.21,993.04,995.79,999.22,1003.93,1006.75,1008.72,1008.88,1007.15,1002.11,998.41,995.72,998.15,999.56,1003.25,1008.37,1015.16,1022.05,1030.23,1037.18,1045.05,1053.22,,1062.4,1066.53,1072.24,1079.61,1091.43,1104.41,1113.4,1120.57,1123.19,1123.99,1123.69,1124.97,1126.64,1131.62,1140.43,1151.66,1162.1,1172.85,1179.61,1179.6,1170.31,1161.46,1156.87,1155.97,1158.47,1159.1,1164.22,1172.21,1177.56,1181.66,1184.7,1185.53,1187.56,1188.74,1188.97,1186.34,1185.27,1184.25,1190.24,1195.94,1201.52,1204.77,1204.78,1202.89,1199.41,1195.29,1192.04,1193.03,1194.86,1195.08,1194.11,1196.32,1201.37,1201.65,1200.71,1198.9,1199.18,1198.88,1191.99,1186.7,1184.08,1183.55,1185.51,1190.58,1194.76,1196.76,1196.53,1202.19
2452,"New York County","NY","New York-Newark-Jersey City","36","061",20,3142.6,3245.6,3279.13,3290.57,3267.19,3213.68,3156.12,3117.31,3073.74,3074.76,3087.1,3106.09,3132.72,3160.83,3133.07,3128.44,3130.65,3142.43,3146.93,3163.33,3174.21,3179.3,3204.67,3259.6,3287.08,3277.68,3277.5,3295.28,3281.5,3269.65,3282.2,3313.35,3366.58,3401.14,3382.63,3349,3372.16,3400.59,3415.22,3453,3469.89,,3411.99,3442.23,3504.57,3509.33,3410.65,3378.86,3419.5,3597.99,3955.59,4085.16,4016.07,4088.11,4046.48,4045.34,3995.4,,4629.48,4759.44,4560.88,4440.65,4607.9,4603.39,4596.81,4455.73,4375.91,4321.52,4295.43,4437.19,4736.99,4758.77,4618.4,4711.68,4881.04,5168.72,5038.33,4727.05,4443.23,4241.85,4281.51,4246.43,4117.34,4124.83,4032.64,3873.92,3800.37,3925.81,4032.45,3896.88,3781.24,3795.61,3814.35,3743.98,3652.59,3549.1,3482.07,3434.07,3390.01,3518.67,,3796.87,3801.96,3792.04,3782.66,3770.4,3774.73,3776.63,3791.32,3803.96
3175,"Philadelphia County","PA","Philadelphia-Camden-Wilmington","42","101",21,1163.18,1166.72,1162.35,1154.29,1145.45,1138.09,1136.77,1143.73,1148.72,1151.46,1159.61,1165.74,1166.91,1156.44,1141.57,1125.94,1112.8,1110.25,1116.36,1124.88,1137.6,1149.6,1157.58,1158.66,1155.86,1148.16,1137.37,1125.85,1120.93,1118.58,1120.51,1126.61,1134.53,1143.87,1155.22,1163.95,1163.1,1158.13,1155.27,1146.47,1143.87,,1147.28,1156.19,1167.01,1178.84,1198.68,1217.57,1226.68,1226.01,1223.56,1215.21,1214.52,1212.5,1218.55,1225.53,1239.17,1251.17,1259.6,1265.17,1266.29,1271.3,1271.81,1264.48,1260.78,1253.87,1253,1265.69,1278.64,1292.36,1298.61,1295.98,1294.33,1291.03,1286.68,1283.59,1278.57,1275.9,1275.88,1282.71,1293.7,1302.96,1311.21,1318.36,1315.4,1307.22,1299.76,1295.35,1295.49,1295.41,1296.41,1305.93,1319.18,1326.45,1332.93,1332.03,1329.84,1326.59,1326.04,1325.26,1304.68,1296.94,1295.26,1298.64,1305.89,1317.63,1331.32,1343.39,1349.6,1356.05
1510,"Alameda County","CA","San Francisco-Oakland-Hayward","06","001",22,2029.87,2116.67,2143.48,2123.27,2069.77,2022.44,1986,1963.95,1956.24,1959.56,1965.38,1969.41,1970.7,1973.45,1983.23,1994.63,2007.98,2013.92,2020.12,2025.3,2029.12,2035.47,2038.34,2037.47,2034.79,2037.21,2033.83,2031.39,2035.83,2046.69,2068.48,2089.34,2108.11,2118.47,2127.11,2138.89,2171.61,2208.66,2238.02,2268.23,2294.09,2307.09,2316.16,2323.39,2333.37,2351,2409.25,2448.85,2484.96,2523.49,2556.9,2579.88,2608.77,2626.84,2639.9,2664.53,2699.7,2748.53,2800.27,2837.92,2865.94,2886.19,2908.34,2928.95,2942.95,2950,2944.34,2945.16,2962.11,2984,3008.54,3018.1,3022.47,3012.61,2990.64,2971.63,2959.29,2942.51,2932.58,2932.84,2939.47,2950.93,2965.64,2979.83,2985.93,2983.6,2971.97,2960.46,2954.39,2946.72,2949.98,2951.76,2959.43,2966.37,2978.21,2979.34,2984.44,2986.4,2973.53,2966.49,2959.59,2960.77,2967.83,2977.16,2986.43,2986.79,2990.12,2994.46,2994.08,2986.75
2801,"Middlesex County","MA","Boston-Cambridge-Newton","25","017",23,1951.61,1969.79,1951.33,1915.36,1865.3,1835.22,1810.79,1798.03,1791.74,1793.55,1797.64,1797.87,1801.93,1799.63,1799.75,1797.43,1801.8,1804.26,1817.54,1851.76,1911.41,1961.74,2013.94,2034.8,2031.85,2021.73,2001.3,1994.67,1982.73,1972.74,1968.22,1970.24,1988.03,2010.03,2052.64,2087.7,2113.02,2120.83,2114.3,2094.75,2079.57,,2067.61,2074.78,2081.59,2091.29,2133.86,2175.48,2209.02,2215.19,2203.71,2194.71,2174.55,2165.02,2168.15,2188.03,2207.39,2239.37,2275.01,2302.02,2317.78,2324.4,2321.69,2301.23,2265.75,2242.95,2230.86,2235.96,2267.04,2312.69,2364.22,2385.17,2387.38,2377.28,2361.28,2339.62,2322.83,2313.96,2310.85,2310.25,2319.94,2348.3,2365.14,2380.39,2385.57,2386.21,2373.5,2355.38,2337.97,2328.56,2328.51,2345.55,2377.36,2404.92,2425.67,2435.71,2427.62,2413.23,2391.29,2371.77,2321.99,2306.63,2310.93,2331.76,2366.82,2409.37,2449.55,2478.53,2491.56,2462.63
